2019-02-05 09:23:49.211299,25,"[0.3531083137650468, 0.1843925203121195, 0.10903717920379785, 0.2323760255937033, 0.05704795310331001, 0.5171585688201502, 0.8987738455998721, 0.9864896930642252, 0.6699260246649721, 0.5183010503973422, 0.3192101733242957, 0.06344568478894452, 0.7712103793543701, 0.823017557242999, 0.020588838363007067, 0.8349195232345845]"
2019-02-05 09:23:49.211299,26,"[0.7460228072345355, 0.9957329832452576, 0.4381227344759441, 0.04995239458607059, 0.34627150161186115, 0.2636188713119576, 0.2622271946172613, 0.5128277526177311, 0.2075104012495217, 0.18621419625070879, 0.41762119789510543, 0.799418808922808, 0.7140943798554384, 0.6601401980845794, 0.48167297216177707, 0.18239482599648382]"
2019-02-05 09:23:49.211299,27,"[0.34119934574791533, 0.3288718902940334, 0.44289161885132955, 0.4704676968629663, 0.0019639442249443917, 0.8211423371692143, 0.5841680472368291, 0.2089200891459284, 0.8191393210343635, 0.5360837873323213, 0.7567369187392724, 0.19358905695843975, 0.7955463912732958, 0.007906487858582945, 0.24120245317445888, 0.7948940815925329]"
2019-02-05 09:23:49.211299,28,"[0.0905051478628931, 0.6694528069820775, 0.9968725193474822, 0.26594812212690244, 0.7176474483350754, 0.8069291407788286, 0.5498496178063037, 0.32853735283944274, 0.8215875055044712, 0.667596810267191, 0.5589593184594696, 0.5977258395210431, 0.7622276292372924, 0.9647035135469602, 0.1615453751073268, 0.05934890531376369]"
2019-02-05 09:23:49.211299,29,"[0.2735860152370919, 0.9435525760638506, 0.9953811112172524, 0.9083659842329694, 0.6357056319094553, 0.7502716263758907, 0.949659620740996, 0.025568149868908208, 0.4980053970184305, 0.12220192010140707, 0.9611306585962099, 0.40697501710867734, 0.9901503479105133, 0.023406366956409963, 0.6999395343563388, 0.21134646980739047]"
2019-02-05 09:23:49.211299,30,"[0.2595391159162813, 0.786047604564069, 0.6263667208637079, 0.6113663855456427, 0.4974255006185089, 0.9720634854774378, 0.9212252365143153, 0.7157315414425935, 0.1332533514054316, 0.8921707895753574, 0.23542650347937366, 0.31844457077734833, 0.5217434031759256, 0.31479829213660604, 0.053970653952299386, 0.16576103582783164]"
2019-02-05 09:23:49.211299,31,"[0.9562800688460106, 0.020375920708409323, 0.6598590970507372, 0.2443164071887156, 0.156264586639403, 0.5101383461242464, 0.38346390488269644, 0.23354602091317223, 0.8278518129719282, 0.2550419165862595, 0.006413321198278754, 0.831147944422706, 0.12010278306778732, 0.5040110790397703, 0.825305807865637, 0.40527525087721505]"
2019-02-05 09:23:49.211299,32,"[0.482647657806933, 0.770525947861309, 0.36327133357182295, 0.6394742288466218, 0.0975627683044481, 0.7798141619181778, 0.25677595048695423, 0.5904013501592436, 0.35877605350705777, 0.9382742751593942, 0.49104600234360696, 0.10369310379762608, 0.6230694174440818, 0.21967969809516197, 0.2851274810820317, 0.9158183815280128]"
2019-02-05 09:24:31.618886,1,"[0.4158260212245548, 0.35270913990255415, 0.0875605062045226, 0.09479755036178827, 0.9022960557576234, 0.1389381145061671, 0.5383691577537467, 0.13585356330118326, 0.9681420671024558, 0.8425715142434403, 0.6212683050085598, 0.8329583174140462, 0.8295370533333277, 0.5285856819967855, 0.8769030970942064, 0.49037361233067134]"
2019-02-05 09:24:31.618886,2,"[0.1724560438163828, 0.1672932164720592, 0.7277856840318643, 0.37138512267942536, 0.0780209192223601, 0.36396884898063375, 0.3179658455557187, 0.7692318605286831, 0.13695489953703843, 0.487172482955619, 0.1024270082675457, 0.5867998907605887, 0.3767714336503737, 0.12731188482096623, 0.03301286981948015, 0.6654860093115191]"
2019-02-05 09:24:31.618886,3,"[0.8932238884262347, 0.17832353613692153, 0.33703895981022813, 0.4485631819738439, 0.5547087389352044, 0.3781929919536198, 0.7115536996105608, 0.7364399995413593, 0.11488609770229319, 0.7160633327474712, 0.504030754014969, 0.7323626369580829, 0.032052067606466506, 0.2362171423190892, 0.13410388066929002, 0.6427417332947347]"
2019-02-05 09:24:31.618886,4,"[0.3216812102122806, 0.7482075044530587, 0.12342233218020515, 0.04287421938408864, 0.08689764916762144, 0.6812950394930852, 0.5727356446592312, 0.8148133448288245, 0.21836606241534995, 0.9439496287634139, 0.8004669905944344, 0.4085735921686089, 0.6529611241254906, 0.8042183541596573, 0.5146442980125443, 0.004684900566715222]"
2019-02-05 09:24:31.618886,5,"[0.7090293359521327, 0.39709838360968486, 0.08693326454070704, 0.06080004683702955, 0.6212273488105508, 0.017300440941406703, 0.11014361347718626, 0.8729656130393736, 0.5475667652539846, 0.3396752567349757, 0.15256913340170086, 0.5675827429077255, 0.06353174066234257, 0.1620636549072656, 0.2226412515118198, 0.23492468839697012]"
2019-02-05 09:24:31.618886,6,"[0.0077135411274226184, 0.39858254601969045, 0.30633625643777473, 0.8810701285439874, 0.15753508737843025, 0.07037760344607136, 0.4749071978573026, 0.8197208301537692, 0.793676293908681, 0.7406926736197129, 0.7095500042614056, 0.9893751158480073, 0.7336280719130467, 0.7100262627178016, 0.7285204901090622, 0.5996156468453795]"
2019-02-05 09:24:31.618886,7,"[0.9069597120483013, 0.3509012958839345, 0.9641359491779505, 0.5145303344059414, 0.36491306587554473, 0.39959093382156285, 0.30617475941178607, 0.2729597553179224, 0.6315741779351396, 0.3420884929225023, 0.13889332399102494, 0.5646451811221229, 0.9074231122732136, 0.2714294035385246, 0.2869550492347087, 0.3072884817976851]"
2019-02-05 09:24:31.618886,8,"[0.9889606742921809, 0.7954838695585132, 0.49950872609591046, 0.7670596441756682, 0.3997928429537442, 0.41591860238356826, 0.4767025559434993, 0.5853076251333027, 0.34114684701991904, 0.7754805357273297, 0.41039508760160304, 0.46730407525346174, 0.04228658730086221, 0.334218654439307, 0.8832401629430325, 0.1270214233267115]"
2019-02-05 09:24:31.618886,9,"[0.8362319520052468, 0.19484244945277196, 0.47032921196005373, 0.7155426405580719, 0.47881829336818227, 0.7571958245832126, 0.19574962173811206, 0.6005731207637373, 0.37546584694944296, 0.5633870884273599, 0.24363566835754924, 0.7671141132427474, 0.3018949619661636, 0.8393146235957795, 0.8477122961227185, 0.8920287600010566]"
2019-02-05 09:24:31.618886,10,"[0.8206485889368947, 0.024242443313185036, 0.32165119269405185, 0.9243521472724274, 0.4975933621221508, 0.5537503118000396, 0.6157454151220834, 0.34411507233713, 0.546288239151189, 0.47502394648697877, 0.6471870893367762, 0.49072498667569475, 0.6612580354791001, 0.3585485327902821, 0.31305946908484183, 0.5337067280350937]"
2019-02-05 09:24:31.618886,11,"[0.9725048282684264, 0.9284065920609575, 0.9721642623192381, 0.5880456254289055, 0.9628930655582526, 0.4187322149257038, 0.9447361303115767, 0.2043102567654287, 0.034890859234294136, 0.12593823641137514, 0.679612425347065, 0.3784836998335783, 0.9767721990232443, 0.04512735897068576, 0.7808850293676093, 0.9493632610708371]"
2019-02-05 09:24:31.618886,12,"[0.16628562821626347, 0.16468628484432069, 0.319251004309388, 0.7657032797153136, 0.16328761693197724, 0.597660489708821, 0.4580008255830387, 0.03916272895366202, 0.34415028853686114, 0.9106956293906003, 0.9846485876640447, 0.41559890580127856, 0.23347918767772569, 0.35367880098887083, 0.3387516245168023, 0.5966749531008562]"
2019-02-05 09:24:31.618886,13,"[0.19273161386882076, 0.09977027604242061, 0.8065525400134639, 0.6933181636440412, 0.6552798780408918, 0.8738644522115031, 0.20643609300292132, 0.2204846966132239, 0.3658451617789674, 0.9064308071570665, 0.9219104500427406, 0.6386046947831815, 0.6038116075560066, 0.18709882446308257, 0.6067681272234617, 0.44642752526944773]"
2019-02-05 09:24:31.618886,14,"[0.5728277945628483, 0.4359355914949986, 0.4991034059781092, 0.6913215411402118, 0.17542457293852154, 0.9817153928249145, 0.2000441583327911, 0.9605661771954503, 0.04878136428795843, 0.06737265893222621, 0.8810994039422038, 0.9288030507791292, 0.44237244571567, 0.8719014388686307, 0.014253584293408061, 0.804890894879213]"
2019-02-05 09:24:31.618886,15,"[0.4142755214156457, 0.7269426875741188, 0.5079623910691472, 0.6853488919468923, 0.9738305302150736, 0.6304130696250348, 0.7880156177215271, 0.24780166957692817, 0.22755960404872266, 0.9405810139161654, 0.12597841702246138, 0.5002494609638685, 0.8967167940669983, 0.9925886960267455, 0.5187149922230421, 0.8232616032556468]"
2019-02-05 09:24:31.618886,16,"[0.012634759380831695, 0.05966068017412984, 0.29742676336351515, 0.008260388886853098, 0.6295870018745716, 0.8362576639965406, 0.6062337698646505, 0.5607876299756102, 0.5544830418679757, 0.1806047944168645, 0.9386806323226562, 0.9451587798640403, 0.27210356134940783, 0.8033558635072761, 0.2707975917026594, 0.45614358908239705]"
2019-02-05 09:24:31.618886,17,"[0.7355445796560138, 0.5189355468342917, 0.4142306900720176, 0.07383413293902408, 0.42100550154135996, 0.6037690215998752, 0.20068196683422979, 0.5115896743433447, 0.40857115287780765, 0.5361997483287968, 0.3939503264449675, 0.14233124886125692, 0.6056149126599967, 0.15199807596414472, 0.4706409666401128, 0.55347418647286]"
2019-02-05 09:24:31.618886,18,"[0.8812911729247723, 0.3856068518485587, 0.9362738736447042, 0.25347185615440293, 0.6704692529944803, 0.13719536900073037, 0.10094679670690088, 0.0770442910291993, 0.7682837107654426, 0.6536826150920413, 0.004750723800918344, 0.4292823610143466, 0.20296413825085458, 0.7814676018331903, 0.9024885833174762, 0.4587483659992948]"
2019-02-05 09:24:31.618886,19,"[0.09810858695777092, 0.4686396849331078, 0.3542192748510079, 0.8391829530217276, 0.20648451216857322, 0.1682152239383845, 0.1956629642712422, 0.19285378104976736, 0.22241489357392297, 0.3759187563019678, 0.4355452657053228, 0.4095128479358965, 0.5976599277736093, 0.8166537194756995, 0.33452748698966206, 0.6994504470786111]"
2019-02-05 09:24:31.618886,20,"[0.6161285410424633, 0.3335289471386397, 0.6794958252880084, 0.15790263098121415, 0.4010652052589522, 0.587501097329, 0.6388009026145508, 0.0843921311042295, 0.15557004162514998, 0.3707428338323153, 0.3361740141841202, 0.00865332858178891, 0.6660359526422063, 0.5875664373524647, 0.8518200479971814, 0.0890463508880801]"
2019-02-05 09:24:31.618886,21,"[0.4351551723529966, 0.5963432949416779, 0.562082087748334, 0.4652402802180621, 0.09966463072346277, 0.5080928792540126, 0.2671324117267728, 0.3088241626239222, 0.7163035433363177, 0.15835252314783632, 0.7224428209594549, 0.5001676014650648, 0.7697193498356125, 0.13403927716594333, 0.6509282460180248, 0.7789494409150709]"
2019-02-05 09:24:31.618886,22,"[0.7195312774113166, 0.11732043678825066, 0.36500673297794495, 0.07102159724574064, 0.418302257440364, 0.3751225663310005, 0.7761346472631521, 0.0017252860311316454, 0.8014351523116815, 0.9651963809526792, 0.6978468548073589, 0.3209130506213318, 0.8924604953289865, 0.0012756184066123888, 0.16683362029986282, 0.4891408800779896]"
2019-02-05 09:24:31.618886,23,"[0.8409467365094911, 0.8550121267774283, 0.7817193580640616, 0.711734233389699, 0.25380317572486266, 0.5073985438918386, 0.9057823362197567, 0.7194011071123582, 0.025786593715468098, 0.15943220178201478, 0.3877601252115749, 0.6384650150569805, 0.6131123054986823, 0.7555309537132684, 0.9855294844415117, 0.6824854598253418]"
2019-02-05 09:24:31.618886,24,"[0.7732908345660983, 0.44511207416054477, 0.8288436704199985, 0.8659095794606677, 0.2979184951870606, 0.5219393942074659, 0.9889291648179641, 0.1708161875778611, 0.7628909890460512, 0.8699250363600889, 0.9459039998159977, 0.9164747883267276, 0.7189665145893713, 0.4070187546117684, 0.040828645526370666, 0.4463029818530654]"
2019-02-05 09:24:31.618886,25,"[0.03438289103517744, 0.4459743253492119, 0.02238749125748052, 0.5934004614104826, 0.27344426004845046, 0.7032696852280138, 0.8500667838836424, 0.9905192251965413, 0.8591373654092923, 0.1515460743417829, 0.901674477195234, 0.4116735965444963, 0.741337117429515, 0.9796633708441174, 0.7931535628861525, 0.2326464106335604]"
2019-02-05 09:24:31.618886,26,"[0.9434555886058325, 0.9900529969010265, 0.6052614547438309, 0.5969856579343333, 0.07924682898119828, 0.8026584261927361, 0.737980463471953, 0.9838775110861636, 0.671730126558192, 0.580846631492833, 0.37709334892074764, 0.08763877459254343, 0.8463402918481597, 0.04672602557606553, 0.5813560886232563, 0.5321124110924739]"
2019-02-05 09:24:31.618886,27,"[0.1392502873820769, 0.3054365424083384, 0.15789003064157647, 0.6344819912997733, 0.2743432158960952, 0.42789845458356646, 0.6572170202272852, 0.07668076366239174, 0.263171410915117, 0.6506136683343224, 0.5957929459943792, 0.08613335131206468, 0.19107069998537551, 0.9218432863942427, 0.7088688283594421, 0.7787422125494329]"
2019-02-05 09:24:31.618886,28,"[0.3221494417330173, 0.5563172456914032, 0.9767134690578598, 0.5231885836902491, 0.5826037288275041, 0.9227827831378382, 0.8703735531274628, 0.5180318802029892, 0.03651909331778658, 0.31461589877414775, 0.19071656277163695, 0.9852320273014753, 0.27140481252587234, 0.24271728612000654, 0.9932253693830069, 0.41421881232122604]"
2019-02-05 09:24:31.618886,29,"[0.1071011082121851, 0.46230795509792066, 0.25743161032852946, 0.2391064597044349, 0.7919637182948667, 0.24709277028544419, 0.2829016265978884, 0.09890867494593836, 0.7226410876709229, 0.14050735058610975, 0.7412704605059375, 0.2497784934580356, 0.04480926466513557, 0.8110753676525091, 0.3354234372844128, 0.6224941214593198]"
2019-02-05 09:24:31.618886,30,"[0.4073521408634375, 0.5038168194945771, 0.9256489769589776, 0.2919737873915106, 0.606357544860294, 0.8091500619950102, 0.8163251920262794, 0.0742654088309268, 0.5160981403198188, 0.982438891860922, 0.6313690625883013, 0.6003900880691238, 0.5961692980460566, 0.5992838293316257, 0.6911859286395142, 0.2056276777317787]"
2019-02-05 09:24:31.618886,31,"[0.2898495905203643, 0.08250813692002723, 0.17900486763097156, 0.6668229830004457, 0.9376021862294129, 0.25686119821089914, 0.8039849771923169, 0.006870064472201398, 0.7196123684233745, 0.03485394011891918, 0.006459574904608467, 0.29770943524388516, 0.33803316642415593, 0.3106584236906357, 0.6441805042362244, 0.32109700984554457]"
2019-02-05 09:24:31.618886,32,"[0.09821379362393323, 0.2594240457108279, 0.30211522320259143, 0.6633379711019282, 0.6572323520672566, 0.41750183419124864, 0.3138376916638981, 0.9861256514836716, 0.6227114225522017, 0.3726496014982271, 0.3847578553574329, 0.9160644098397421, 0.26144122069920017, 0.691175469442398, 0.4938165054850634, 0.7804904253024451]"
